Mithril_id	present	Predictive score
MITHRIL.12787	False	15.122021385678355
MITHRIL.12788	True	15.122021385678355
MITHRIL.12789	False	15.122021385678355
MITHRIL.12790	False	16.600387770659548
MITHRIL.12791	False	16.600387770659548
MITHRIL.12792	False	16.600387770659548
MITHRIL.12793	False	13.14700794605593
MITHRIL.12794	True	13.14700794605593
MITHRIL.12795	False	13.14700794605593
MITHRIL.12796	False	12.74758994079514
MITHRIL.12797	True	12.74758994079514
MITHRIL.12798	False	12.74758994079514
MITHRIL.12799	False	15.70278666374871
MITHRIL.12800	True	15.70278666374871
MITHRIL.12801	False	15.70278666374871
MITHRIL.12802	False	16.95718303629508
MITHRIL.12803	False	14.87246081407286
MITHRIL.12804	False	16.95718303629508
MITHRIL.12805	False	17.402713698721296
MITHRIL.12806	True	17.402713698721296
MITHRIL.12807	False	17.402713698721296
MITHRIL.12808	False	11.626682186474474
MITHRIL.12809	False	11.626682186474474
MITHRIL.12810	False	11.626682186474474
MITHRIL.12811	False	12.866831638909067
MITHRIL.12812	False	12.866831638909067
MITHRIL.12813	False	12.866831638909067
MITHRIL.12814	False	20.872065533321205
MITHRIL.12815	False	18.23873219998787
MITHRIL.12816	False	20.872065533321205
MITHRIL.12817	False	17.826492737612874
MITHRIL.12818	False	17.826492737612874
MITHRIL.12819	False	16.180659404279538
MITHRIL.12820	False	20.289326755325064
MITHRIL.12821	True	17.655993421991727
MITHRIL.12822	False	20.289326755325064
MITHRIL.12823	False	12.313334436363595
MITHRIL.12824	False	12.313334436363595
MITHRIL.12825	False	12.313334436363595
MITHRIL.12826	False	9.276024431502066
MITHRIL.12827	True	9.276024431502066
MITHRIL.12828	False	9.276024431502066
MITHRIL.12829	False	3.7131187529383136
MITHRIL.12830	True	3.7131187529383136
MITHRIL.12831	False	3.7131187529383136
MITHRIL.12832	False	10.645002815041927
MITHRIL.12833	False	10.645002815041927
MITHRIL.12834	False	10.645002815041927
MITHRIL.12835	False	12.980488212616493
MITHRIL.12836	True	12.980488212616493
MITHRIL.12837	False	12.980488212616493
MITHRIL.12838	False	11.183996592348526
MITHRIL.12839	False	11.183996592348526
MITHRIL.12840	False	11.183996592348526
MITHRIL.12841	False	17.842049398354774
MITHRIL.12842	True	17.842049398354774
MITHRIL.12843	False	17.842049398354774
MITHRIL.12844	True	17.31150811809149
MITHRIL.12845	False	17.31150811809149
MITHRIL.12846	False	17.31150811809149
MITHRIL.12847	False	17.887913636560267
MITHRIL.12848	False	17.887913636560267
MITHRIL.12849	False	17.887913636560267
MITHRIL.12850	True	10.653132672129727
MITHRIL.12851	False	10.653132672129727
MITHRIL.12852	False	10.653132672129727
MITHRIL.12853	False	20.25553423586082
MITHRIL.12854	True	17.62220090252749
MITHRIL.12855	False	20.25553423586082
MITHRIL.12856	False	18.025246220655028
MITHRIL.12857	False	16.132537887321693
MITHRIL.12858	False	18.025246220655028
MITHRIL.12859	False	16.000657394952867
MITHRIL.12860	False	16.000657394952867
MITHRIL.12861	False	16.000657394952867
MITHRIL.12862	False	18.19139142455648
MITHRIL.12863	False	18.19139142455648
MITHRIL.12864	False	16.298683091223143
MITHRIL.12865	False	20.216130716922628
MITHRIL.12866	True	17.582797383589295
MITHRIL.12867	False	20.216130716922628
MITHRIL.12868	False	12.516676689013948
MITHRIL.12869	True	12.516676689013948
MITHRIL.12870	False	12.516676689013948
MITHRIL.12871	False	10.02351151549248
MITHRIL.12872	True	10.02351151549248
MITHRIL.12873	False	10.02351151549248
MITHRIL.12874	False	12.895791245791244
MITHRIL.12875	False	12.895791245791244
MITHRIL.12876	False	12.895791245791244
MITHRIL.12877	False	13.063804713804712
MITHRIL.12878	False	13.063804713804712
MITHRIL.12879	False	13.063804713804712
MITHRIL.12880	False	13.00148148148148
MITHRIL.12881	False	13.00148148148148
MITHRIL.12882	False	13.00148148148148
MITHRIL.12883	False	12.1028560881188
MITHRIL.12884	True	12.1028560881188
MITHRIL.12885	False	12.1028560881188
MITHRIL.12886	True	12.445877164282477
MITHRIL.12887	False	12.445877164282477
MITHRIL.12888	False	12.445877164282477
MITHRIL.12889	False	14.910111971294498
MITHRIL.12890	True	14.910111971294498
MITHRIL.12891	False	14.910111971294498
MITHRIL.12892	True	17.480379232831314
MITHRIL.12893	False	17.480379232831314
MITHRIL.12894	False	17.480379232831314
MITHRIL.12895	False	17.58010404167404
MITHRIL.12896	False	15.934270708340708
MITHRIL.12897	False	17.58010404167404
MITHRIL.12898	False	16.7357172321031
MITHRIL.12899	True	16.7357172321031
MITHRIL.12900	False	16.7357172321031
MITHRIL.12901	False	13.49716705506118
MITHRIL.12902	False	13.49716705506118
MITHRIL.12903	True	13.49716705506118
MITHRIL.12904	False	11.850920782748984
MITHRIL.12905	True	11.850920782748984
MITHRIL.12906	False	11.850920782748984
MITHRIL.12907	False	8.786879201065744
MITHRIL.12908	False	8.786879201065744
MITHRIL.12909	False	8.786879201065744
MITHRIL.12910	False	8.617709965554816
MITHRIL.12911	False	8.617709965554816
MITHRIL.12912	False	8.617709965554816
MITHRIL.12913	False	12.24947424634231
MITHRIL.12914	False	12.24947424634231
MITHRIL.12915	False	12.24947424634231
MITHRIL.12916	False	11.84210661458517
MITHRIL.12917	False	11.84210661458517
MITHRIL.12918	False	11.84210661458517
MITHRIL.12919	False	17.608107163689223
MITHRIL.12920	False	17.608107163689223
MITHRIL.12921	False	17.608107163689223
MITHRIL.12922	True	17.25176019154685
MITHRIL.12923	False	17.25176019154685
MITHRIL.12924	False	17.25176019154685
MITHRIL.12925	True	14.455388046374352
MITHRIL.12926	False	14.455388046374352
MITHRIL.12927	False	14.455388046374352
MITHRIL.12928	False	4.250636826301344
MITHRIL.12929	True	0.465220159634677
MITHRIL.12930	False	4.250636826301344
MITHRIL.12931	False	17.765361593450976
MITHRIL.12932	False	17.765361593450976
MITHRIL.12933	False	17.765361593450976
MITHRIL.12934	False	3.46507577896095
MITHRIL.12935	False	3.46507577896095
MITHRIL.12936	True	3.46507577896095
MITHRIL.12937	False	1.6014131802003388
MITHRIL.12938	True	1.6014131802003388
MITHRIL.12939	False	1.6014131802003388
MITHRIL.12940	True	1.6606198235356353
MITHRIL.12941	True	1.6606198235356353
MITHRIL.12942	False	1.6606198235356353
MITHRIL.12943	False	2.7913909928813787
MITHRIL.12944	True	2.7913909928813787
MITHRIL.12945	True	2.7913909928813787
MITHRIL.12946	False	11.099726991035949
MITHRIL.12947	True	11.099726991035949
MITHRIL.12948	False	11.099726991035949
MITHRIL.12949	False	1.9228589396145948
MITHRIL.12950	True	1.9228589396145948
MITHRIL.12951	False	1.9228589396145948
MITHRIL.12952	True	2.5803733667800683
MITHRIL.12953	True	2.5803733667800683
MITHRIL.12954	True	2.5803733667800683
MITHRIL.12955	False	20.555975853271768
MITHRIL.12956	False	20.555975853271768
MITHRIL.12957	False	17.92264251993843
MITHRIL.12958	True	14.257822894854865
MITHRIL.12959	False	14.257822894854865
MITHRIL.12960	True	8.579697894854865
MITHRIL.12961	False	12.936241404168811
MITHRIL.12962	False	12.936241404168811
MITHRIL.12963	False	11.29040807083548
MITHRIL.12964	False	17.878578866463076
MITHRIL.12965	False	17.878578866463076
MITHRIL.12966	False	15.985870533129743
MITHRIL.12967	False	20.56323713085664
MITHRIL.12968	False	17.92990379752331
MITHRIL.12969	False	20.56323713085664
MITHRIL.12970	False	20.432279841624904
MITHRIL.12971	False	17.798946508291568
MITHRIL.12972	False	20.432279841624904
MITHRIL.12973	False	12.977513080435491
MITHRIL.12974	True	12.977513080435491
MITHRIL.12975	False	12.977513080435491
MITHRIL.12976	False	17.48031998363797
MITHRIL.12977	False	15.724764428082414
MITHRIL.12978	False	17.48031998363797
MITHRIL.12979	False	17.33524601943394
MITHRIL.12980	False	15.689412686100605
MITHRIL.12981	False	17.33524601943394
MITHRIL.12982	False	17.777285221879698
MITHRIL.12983	False	16.02172966632414
MITHRIL.12984	False	17.777285221879698
MITHRIL.12985	False	16.41911586636757
MITHRIL.12986	False	16.41911586636757
MITHRIL.12987	False	14.334393644145347
MITHRIL.12988	False	16.41911586636757
MITHRIL.12989	False	16.41911586636757
MITHRIL.12990	False	14.334393644145347
MITHRIL.12991	False	20.788111680048168
MITHRIL.12992	False	18.154778346714835
MITHRIL.12993	False	20.788111680048168
MITHRIL.12994	False	20.788111680048168
MITHRIL.12995	False	18.154778346714835
MITHRIL.12996	False	20.788111680048168
MITHRIL.12997	False	18.04485029345129
MITHRIL.12998	False	15.960128071229068
MITHRIL.12999	False	18.04485029345129
MITHRIL.13000	False	18.04485029345129
MITHRIL.13001	False	15.960128071229068
MITHRIL.13002	False	18.04485029345129
MITHRIL.13003	True	17.056729666324145
MITHRIL.13004	False	18.812285221879694
MITHRIL.13005	False	18.812285221879694
MITHRIL.13006	False	11.319961419512168
MITHRIL.13007	False	12.965794752845502
MITHRIL.13008	False	12.965794752845502
MITHRIL.13009	False	15.070520693009453
MITHRIL.13010	False	13.314965137453896
MITHRIL.13011	False	15.070520693009453
MITHRIL.13012	False	3.3738666890999864
MITHRIL.13013	False	3.3738666890999864
MITHRIL.13014	True	-0.7955777553444578
MITHRIL.13015	False	8.48951249932582
MITHRIL.13016	True	11.122845832659152
